vin|year|make|model|trim|dealer_name|dealer_street|dealer_city|dealer_state|dealer_zip|listing_price|listing_mileage|used|certified|style|driven_wheels|engine|fuel_type|exterior_color|interior_color|seller_website|first_seen_date|last_seen_date|dealer_vdp_last_seen_date|listing_status
WMWSU3C57BT093457|2011|MINI|Hardtop|Base Hatchback|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|6995|145146|TRUE|FALSE|Hatchback|fwd|121 hp 1.6L I4|Gasoline|Red|Black|https://www.clearchoiceautomotive.com|2022-07-18|2022-08-14||
JTMBD33V276036933|2007|Toyota|RAV4|4DR 4WD 4CYL|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-08-12|2022-08-17|2022-08-17|
WMWMF73578TV32546|2008|MINI|Cooper|S|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|6995|123277|TRUE|FALSE|S 2dr Hatchback|fwd|1.6L I4 Turbocharger|Gasoline|Charcoal|Black|https://www.clearchoiceautomotive.com|2022-06-28|2022-08-17||
KNDJA7232Y5662436|2000|Kia|Sportage|EX|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|4995|118752|TRUE|FALSE|4dr EX 4WD SUV|4wd|2.0L I4|Gasoline|Green|Black|https://www.clearchoiceautomotive.com|2022-06-28|2022-08-18||
JM1BL1K6XB1357822|2011|Mazda|MAZDA3|s Sport Hatchback|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|7995|108750|TRUE|FALSE|Hatchback|Front-Wheel Drive|||Black||https://www.maxautosales.info|2022-08-14|2022-08-17||
KMHD74LF2KU852474|2019|Hyundai|Elantra|SE|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||54967|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-09|2022-08-17|2022-08-17|
1FTFW1R63DFA10658|2013|Ford|F150 SVT Raptor|SVT Raptor SuperCrew 4WD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|33993|116393|TRUE|FALSE|pickup_truck|Four-Wheel Drive|411 hp 6.2L V8|Gasoline|Silver|Black|https://clearchoiceautosales.net|2022-06-20|2022-08-18|2022-08-17|
1N6BA1F28GN505394|2016|Nissan|Titan xD|SL|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238|32999|93157|TRUE|FALSE||RWD|||Brown Exterior||https://xnationautogroup.com|2022-08-16|2022-08-17|2022-08-17|
5NPEB4AC1DH699101|2013|Hyundai|Sonata|GLS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|14295|71687|TRUE|FALSE|Sedan|Front-Wheel Drive|198 hp 2.4L I4|Gasoline|Pacific Blue Pearl|Camel Cloth|https://maxautosalesla.com|2021-12-17|2022-08-17|2022-08-17|
3VW2A7AU3FM042455|2015|Volkswagen|Golf|TDI SE|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|13995|154950|TRUE|FALSE|Hatchback|fwd|150 hp 2L I4 Diesel|Diesel|Black|Gray|https://www.clearchoiceautomotive.com|2022-07-19|2022-08-17||
JTEBU5JR3E5156739|2014|Toyota|4Runner|Limited 4WD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|24995|185713|TRUE|FALSE|suv|4wd|270 hp 4L V6|Gasoline|Silver|Black|https://www.clearchoiceautomotive.com|2022-03-29|2022-08-17|2022-04-14|
4T1BF3EK7BU232041|2011|Toyota|Camry|SE|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|13995|129088|TRUE|FALSE|SE 4dr Sedan 6A|FWD|2.5L I4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-07-26|2022-08-17||
JF2GPACC4E8222279|2014|Subaru|XV Crosstrek|Premium AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|16995|104163|TRUE|FALSE|crossover|All-Wheel Drive|2L H4|Gasoline|Silver||https://www.clearchoiceautomotive.com|2022-07-26|2022-08-17||
1HGCP2F30AA055003|2010|Honda|Accord Sedan|LX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-08-12|2022-08-17|2022-08-17|
1FTER4EH0LLA57836|2020|Ford|Ranger Lariat Crew Cab Truck|Lariat|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|36950|31026|TRUE|FALSE|pickup_truck|RWD|2.3L I4|Gasoline|White Exterior|Black|https://www.carawayfordgonzales.com|2022-05-08|2022-08-17|2022-08-17|
1N6AD0ER7FN708206|2015|Nissan|Frontier|SV|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||59788|TRUE|FALSE|CREW CAB PICKUP 4-DR|RWD|4.0L||White|N/a|https://xnationautogroup.com|2022-07-14|2022-08-17|2022-08-17|
1C6RR6LT7KS532530|2019|Ram|1500 Classic|SLT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||113255|TRUE|FALSE|||Regular Unleaded V-8 5.7 Liters/345||Bright Silver Metallic Clearcoat|Diesel Gray/black|https://xnationautogroup.com|2022-07-28|2022-08-17|2022-08-17|
5N1AR2MM8DC675842|2013|Nissan|Pathfinder|SV|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|15995|81214|TRUE|FALSE|SV 4dr SUV 4WD (3.5L 6cyl CVT)|four wheel drive|gas|Gasoline|Desert Sand Metallic|Charcoal Cloth|https://maxautosalesla.com|2021-11-12|2022-08-17|2022-08-17|
3GCUKREC3FG212284|2015|Chevrolet|Silverado 1500|LT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||163197|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-16|2022-08-17|2022-08-17|
1YVHZ8BH8D5M16360|2013|Mazda|Mazda6|i Sport|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||Ebony Black|Black|https://maxautosalesla.com|2022-07-14|2022-08-17|2022-08-17|
JN1EV7AR7LM256214|2020|Infiniti|Q50|3.0t Luxe AWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|28996|60636|TRUE|FALSE|Sedan|All-Wheel Drive|300 hp 3L V6|Gasoline|Gray|Gray|https://clearchoiceautosales.net|2022-05-21|2022-08-17|2022-08-17|
5NPEC4AC5BH075229|2011|Hyundai|Sonata|SE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||103933|TRUE|FALSE|SE 4dr Sedan (2.4L 4cyl 6A)|front wheel drive|gas|Gasoline|Harbor Gray Metallic|Gray|https://maxautosalesla.com|2022-04-19|2022-08-17|2022-08-17|
1FM5K8F8XJGA69794|2018|Ford|Explorer Limited SUV|V-6 Cylinder|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|27995|88775|TRUE|FALSE|crossover|All-Wheel Drive|290 hp 3.5L V6|Gasoline|Blue||https://www.webermotorcompany.com|2022-08-13|2022-08-17|2022-08-17|
1FTNE1EWXDDB22681|2013|Ford|E150|Cargo|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|12995|169923|TRUE|FALSE|van|rwd|225 hp 4.6L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|White|Gray|https://www.clearchoiceautomotive.com|2022-06-23|2022-08-17||
5XXGW4L26GG022594|2016|Kia|Optima|SX|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238|19999|114825|TRUE|FALSE|SX Turbo 4dr Sedan|FWD|2.0L|Gas|White|N/a|https://xnationautogroup.com|2022-05-21|2022-08-17|2022-08-17|
1FTEW1CP5JKC21828|2018|Ford|F-150|SUPERCREW|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||94129|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-11|2022-08-17|2022-08-17|
5LMJJ3HT6FEJ07429|2015|Lincoln|Navigator L|[Unspecified]|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|31999|89268|TRUE|FALSE|4x2 4dr SUV|4X2|3.5L V6||Black|N/a|https://mannygmotorssa.com|2022-04-18|2022-08-15||
WVWBW7AH7BV002564|2011|Volkswagen|Eos Komfort|Komfort SULEV|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|11995|79268|TRUE|FALSE|Convertible|Front-Wheel Drive|200 hp 2L I4|Gasoline|White|Tan|https://clearchoiceautosales.net|2022-08-04|2022-08-17|2022-08-17|
1GTHK23D76F203951|2006|GMC|Sierra 2500HD|SLT|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|19995|425270|TRUE|FALSE|SLT 4dr Crew Cab 4WD LB|4wd|6.6L V8 Turbocharger|Diesel|Gray|Gray|https://www.clearchoiceautomotive.com|2022-07-12|2022-08-18||
1FTEW1C41LFA98479|2020|Ford|F150|SUPERCREW|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||61561|TRUE|FALSE||RWD|3.5L||Black||https://xnationautogroup.com|2022-04-09|2022-08-17|2022-08-17|
1G1ZT52875F229271|2005|Chevrolet|Malibu|LS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||126250|TRUE|FALSE|LS 4dr Sedan (3.5L 6cyl 4A)|front wheel drive|gas||Dark Blue Metallic|Neutral|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
JF1GPAS6XE8235120|2014|Subaru|Impreza|2.0i Sport Limited Hatchback|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|7995|184948|TRUE|FALSE|Hatchback|All-Wheel Drive|2L H4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-07-05|2022-08-17||
19XFB2F85DE255284|2013|Honda|Civic|EX|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|11995|124900|TRUE|FALSE|Sedan|Front-Wheel Drive|1.8L I4 140hp 128ft. lbs.|Gasoline|Silver|Gray|https://www.maxautosales.info|2022-06-30|2022-08-17|2022-08-09|
1J4AA2D17AL154912|2010|Jeep|Wrangler|Sport|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|18995|90600|TRUE|FALSE|suv|Four-Wheel Drive|202 hp 3.8L V6|Gasoline|Red (burgundy)|Black|https://www.maxautosales.info|2021-12-23|2022-08-17|2022-05-19|
5UXKS4C54F0N08691|2015|BMW|X5|xDrive35d AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|32995|88887|TRUE|FALSE|crossover|All-Wheel Drive|255 hp 3L I6 Diesel|Diesel|Black||https://www.clearchoiceautomotive.com|2022-08-17|2022-08-17||
JH4KA3255KC002875|1989|Acura|Legend|L|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|4495|156150|TRUE|FALSE|L 2dr Coupe|FWD|2.7L V6|Gasoline|Tan|Beige|https://www.clearchoiceautomotive.com|2022-06-23|2022-08-17||
3GCUKSEC2GG359690|2016|Chevrolet|Silverado 1500|LTZ|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||69792|TRUE|FALSE|||||||https://xnationautogroup.com|2022-07-27|2022-08-17|2022-08-17|
YV4A22PK2K1439518|2019|Volvo|XC90 T6 - Momentum AWD|T6 Momentum w/ Protection Package|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|38496|61400|TRUE|FALSE|crossover|AWD4WD|316 hp 2L I4|Gasoline|Bright Silver Metallic Exterior|Brown|https://clearchoiceautosales.net|2022-02-18|2022-08-17|2022-08-17|
1FM5K8GT2GGD27060|2016|Ford|Explorer Sport SUV|Sport 4WD|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|28950|78196|TRUE|FALSE|crossover|All-Wheel Drive|365 hp 3.5L V6|Gasoline|Bronze|Ebony Black|https://www.carawayfordgonzales.com|2022-05-19|2022-08-17|2022-08-17|
1HGCV1F37JA002010|2018|Honda|Accord Sedan|SPORT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||70304|TRUE|FALSE||FWD|||||https://xnationautogroup.com|2022-07-09|2022-08-17|2022-08-17|
WDCTG4EB1LU028987|2020|Mercedes-Benz|GLA GLA250|GLA 250 FWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|35995|11569|TRUE|FALSE|crossover|Front-Wheel Drive|208 hp 2L I4|Gasoline|White|Tan|https://clearchoiceautosales.net|2022-08-13|2022-08-18|2022-08-17|
WA1UFAFL3DA157376|2013|Audi|Allroad|2.0T quattro Premium Plus|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|14995|144102|TRUE|FALSE|AWD 2.0T Quattro Premium Plus 4dr Wagon|AWD|2.0L I4 Turbocharger|Flex Fuel Vehicle|Black|Black|https://www.clearchoiceautomotive.com|2022-04-19|2022-08-17||
1FTFW1CF7DKG06808|2013|Ford|F-150 XLT Crew Cab Short Bed Truck|V8 32V MPFI DOHC|Caraway Ford Gonzales|1405 E Sarah Dewitt Dr|Gonzales|TX|78629|15950|179315|TRUE|FALSE|pickup_truck|RWD|5.0L V8 32V MPFI DOHC|Flex Fuel Vehicle|Red Exterior|Gray|https://www.carawayfordgonzales.com|2022-01-12|2022-08-17|2022-08-17|
JHLRD78916C012577|2006|Honda|CR-V|SE AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|19995|198295|TRUE|FALSE|crossover|All-Wheel Drive|156 hp 2.4L I4|Gasoline|Black|Black|https://www.clearchoiceautomotive.com|2022-06-08|2022-08-18|2022-06-09|
2FMPK3K91KBB36334|2019|Ford|Edge Titanium SUV|I-4 Cylinder|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|26995|76626|TRUE|FALSE|crossover|Front-Wheel Drive|250 hp 2L I4|Gasoline|Red (burgundy)|Tan|https://www.webermotorcompany.com|2022-07-08|2022-08-17|2022-08-17|
1FTFW1E8XNKE78225|2022|Ford|F-150|Lariat SuperCrew 4WD|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|65145||FALSE|FALSE|pickup_truck|Four-Wheel Drive|400 hp 3.5L V6|Gasoline|Stone Gray Metallic|Leather - Baja Tan|https://www.webermotorcompany.com|2022-08-17|2022-08-18|2022-08-17|in_transit
1FMJU1K57DEF51506|2013|Ford|Expedition|Limited|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|Limited 4dr SUV (5.4L 8cyl 6A)|rear wheel drive|flex-fuel (FFV)||Ingot Silver Metallic|Charcoal Black Premium Leather|https://maxautosalesla.com|2022-04-19|2022-08-17|2022-08-17|
1GNSKCE01DR282199|2013|Chevrolet|Tahoe|1500 LTZ|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||182899|TRUE|FALSE||4WD|5.3L||Brown||https://xnationautogroup.com|2022-07-14|2022-08-17|2022-08-17|
1FMSK7DH7LGB68172|2020|Ford|Explorer|XLT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||63908|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-04|2022-08-17|2022-08-17|
5N1DL0MN0HC550531|2017|Infiniti|QX60||X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||114946|TRUE|FALSE||FWD|3.5L||White||https://xnationautogroup.com|2022-06-10|2022-08-17|2022-08-17|
5TFUW5F13BX180291|2011|Toyota|Tundra Base|Limited 5.7L V8 Double Cab FFV 4WD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|18495|168443|TRUE|FALSE|pickup_truck|Four-Wheel Drive|381 hp 5.7L V8 Flex Fuel Vehicle|Flex Fuel Vehicle|Black||https://clearchoiceautosales.net|2022-08-10|2022-08-17|2022-08-17|
KMHCN4AC7BU616350|2011|Hyundai|Accent|GLS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||99727|TRUE|FALSE|GLS 4dr Sedan (1.6L 4cyl 4A)|front wheel drive|1.6L I4|Gasoline|Boston Red|Gray|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
WDDLJ7DBXCA042176|2012|Mercedes-Benz|CLS-Class|550|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||97463|TRUE|FALSE|4dr Car|RWD|4.6L|Gasoline Fuel|White|Almond/mocha|https://xnationautogroup.com|2022-04-12|2022-08-17|2022-08-17|
WBA3A5C53DF353671|2013|BMW|3 Series|328i Sedan RWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|8995|179603|TRUE|FALSE|Sedan|rwd|240 hp 2L I4|Gasoline|Blue|Beige|https://www.clearchoiceautomotive.com|2022-06-30|2022-08-17||
1G11H5SL8EF109613|2014|Chevrolet|Malibu|LTZ|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||177462|TRUE|FALSE|LTZ 4dr Sedan w/1LZ (2.5L 4cyl 6A)|front wheel drive|gas||Champagne Silver Metallic|Jet Black|https://maxautosalesla.com|2022-05-15|2022-08-17|2022-08-17|
1N4AL3AP5HC481582|2017|Nissan|Altima|2.5|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||115688|TRUE|FALSE||FWD|2.5L||Black||https://xnationautogroup.com|2022-06-23|2022-08-17|2022-08-17|
JHLRE385X7C035683|2007|Honda|CR-V|EX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-07-27|2022-08-17|2022-08-17|
3GCPCREC5GG294921|2016|Chevrolet|Silverado 1500|LT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||122830|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-03|2022-08-17|2022-08-17|
3GCPYFED2LG184749|2020|Chevrolet|Silverado 1500|LT TRAIL BOSS|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238|43999|54460|TRUE|FALSE|LT TRAIL BOSS|4X4|5.3L V8||Black|N/a|https://xnationautogroup.com|2022-08-04|2022-08-17|2022-08-17|
WMWZP3C55F2A91291|2015|MINI|Convertible|Cooper S|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|11995|199568|TRUE|FALSE|Cooper S 2dr Convertible|fwd|1.6L I4 Turbocharger|Gasoline|Green|Gray|https://www.clearchoiceautomotive.com|2022-07-12|2022-08-17||
5TEWN72NX3Z243512|2003|Toyota|Tacoma Xtracab|V6|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|8995|278957|TRUE|FALSE|2dr Extra Cab V6 4WD SB|4wd|3.4L V6|Gasoline|Green|Gray|https://www.clearchoiceautomotive.com|2022-05-27|2022-08-17|2022-06-11|
2HKYF18575H550409|2005|Honda|Pilot|EX-L AWD|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|7495|158130|TRUE|FALSE|crossover|4wd|255 hp 3.5L V6|Gasoline|Black|Gray|https://www.clearchoiceautomotive.com|2022-07-05|2022-08-17||
4T1BK3EK3BU122793|2011|Toyota|Camry|XLE|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|7995|223064|TRUE|FALSE|XLE 4dr Sedan (3.5L 6cyl 6A)|front wheel drive|268 hp 3.5L V6|Gasoline|Classic Silver Metallic|Other|https://maxautosalesla.com|2022-06-15|2022-08-15|2022-08-15|
1FTPX125X5NA22882|2005|Ford|F150 XLT|XLT|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|8997|127141|TRUE|FALSE|Pickup Truck|RWD|300 hp 5.4L V8|Gasoline|Brown (tan)|Beige|https://clearchoiceautosales.net|2022-06-10|2022-08-16|2022-08-16|
3N1AB7AP9KY266700|2019|Nissan|Sentra|S|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||52890|TRUE|FALSE|S 4dr Sedan (1.8L 4cyl CVT)|front wheel drive|1.8L|Gasoline|Brilliant Silver|Charcoal Cloth|https://xnationautogroup.com|2021-01-05|2022-08-17|2022-08-17|
JTEDS41A292069652|2009|Toyota|Highlander|Base|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-07-20|2022-08-17|2022-08-17|
3GCUKREC1JG554602|2018|Chevrolet|Silverado 1500|LT|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||94554|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-17|2022-08-17|2022-08-17|
2HGFB2F59EH555794|2014|Honda|Civic|LX|Max Auto Sales|5811 El Cajon Blvd|San Diego|CA|92115|11995|137980|TRUE|FALSE|Sedan|Front-Wheel Drive|1.8L I4 143hp 129ft. lbs.|Gasoline|Brown|Black|https://www.maxautosales.info|2022-05-18|2022-08-17|2022-08-09|
3N1CE2CP8GL390736|2016|Nissan|Versa Note|S|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|9995|100943|TRUE|FALSE|Hatchback|FWD|109 hp 1.6L I4|Gasoline|Super Black Exterior||https://clearchoiceautosales.net|2022-08-06|2022-08-17||
1FMDE5CPXNLB06644|2022|Ford|Bronco|Badlands Advanced 2-Door 4WD|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|56600||FALSE|FALSE|suv|Advanced 4x4 with Automatic On-Demand Engagement|2.7L EcoBoost® Engine|Gasoline|Shadow Black|Marine Grade Vinyl - Black Onyx|https://www.webermotorcompany.com|2022-08-12|2022-08-17|2022-08-17|
1GNFC13058J202509|2008|Chevrolet|Tahoe|[Unspecified]|Max Auto Sales|423 N Broadway|Santa Maria|CA|93454|10999|227359|TRUE|FALSE|1500|4X2|5.3L V8||Black|Black|https://maxautosm.com|2022-05-06|2022-08-15||
1GNALAEK2FZ106120|2015|Chevrolet|Equinox|LS|Manny G Motors|3518 Nogalitos St|San Antonio|TX|78211|13999|141789|TRUE|FALSE|LS 4dr SUV|FWD|2.4L I4||Silver|N/a|https://mannygmotorssa.com|2022-04-05|2022-08-17||
WAUAF78E58A116017|2008|Audi|A4 Base|2.0T FrontTrak Sedan FWD|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|10995|77940|TRUE|FALSE|Sedan|Front-wheel Drive|2.0L I4 16V GDI DOHC Turbo||Gray|Black|https://clearchoiceautosales.net|2022-08-13|2022-08-17|2022-08-17|
5NPDH4AEXCH117832|2012|Hyundai|Elantra|GLS|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|13995|76986|TRUE|FALSE|Sedan|Front-Wheel Drive|1.8L I4|Gasoline|Midnight Black Mica|Gray Premium Cloth|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
1FTFW1E80NFC10227|2022|Ford|F-150 Lariat Truck|LARIAT|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|68165||FALSE|FALSE|pickup_truck|4x4|3.5L V6 EcoBoost® with Auto Start-Stop Technology Engine|Gasoline|Star White Metallic Tri-coat|Leather - Baja Tan|https://www.webermotorcompany.com|2022-07-27|2022-08-17|2022-08-17|in_transit
5N1AT2ML2FC823852|2015|Nissan|Rogue|S|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|16995|91823|TRUE|FALSE|S 4dr SUV w/Prod. End 01/15 (2.5L 4cyl CVT)|front wheel drive|Regular Unleaded I-4 2.5 Liters/152|Gasoline|Cayenne Red|Charcoal|https://maxautosalesla.com|2021-12-18|2022-08-17|2022-08-17|
1FT7W2BT2JEB71546|2018|Ford|F-250 King Ranch Truck Crew Cab|V-8 Cylinder|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|67995|73323|TRUE|FALSE|Truck Crew Cab|four wheel drive|6.7L V-8 Cylinders|Biodiesel|Ruby Red Metallic|Java|https://www.webermotorcompany.com|2022-05-18|2022-08-17|2022-08-17|
1HGCM66523A004168|2003|Honda|Accord Sedan|EX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|Sedan|Front-Wheel Drive|240 hp 3L V6|Gasoline|Gray|N/a|https://maxautosalesla.com|2021-10-23|2022-08-17|2022-08-17|
KNDPM3AC5J7326429|2018|Kia|Sportage|LX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|LX 4dr SUV (2.4L 4cyl 6A)|front wheel drive|gas||Black Cherry|Black Premium Cloth|https://maxautosalesla.com|2022-06-11|2022-08-17|2022-08-17|
1N4AL3AP1JC236896|2018|Nissan|Altima|2.5 SL|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||94377|TRUE|FALSE||FWD|2.5L||Black||https://xnationautogroup.com|2022-04-09|2022-08-17|2022-08-17|
1FMJK1KT1NEA18153|2022|Ford|Expedition Max Limited MAX SUV|Limited MAX|Weber Motor Company|1402 E Broadway St|Cuero|TX|77954|70820|72|FALSE|FALSE|SUV|4X2|3.5L EcoBoost V6 Engine with Auto Start-Stop Technology|Gasoline|Stone Blue Metallic|Leather - Sandstone|https://www.webermotorcompany.com|2022-06-17|2022-08-17|2022-08-17|in_transit
JTDKN3DUXA0139921|2010|Toyota|Prius|III|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|11995|168922|TRUE|FALSE|V 4dr Hatchback|fwd|1.8L I4|Hybrid|Silver|Black|https://www.clearchoiceautomotive.com|2022-06-03|2022-08-17|2022-06-11|
2G1WC5E39D1234867|2013|Chevrolet|Impala|LTZ|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|16495|108589|TRUE|FALSE|LTZ 4dr Sedan (3.6L 6cyl 6A)|front wheel drive|flex-fuel (FFV)|Flex Fuel Vehicle|Silver Ice Metallic|Gray Leather|https://maxautosalesla.com|2022-04-07|2022-08-17|2022-08-17|
5YFBURHE4JP831218|2018|Toyota|Corolla|L|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238||79412|TRUE|FALSE|||||||https://xnationautogroup.com|2022-08-11|2022-08-17|2022-08-17|
KNDPB3ACXE7601711|2014|Kia|Sportage|LX|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|||TRUE|FALSE|||||||https://maxautosalesla.com|2022-07-27|2022-08-17|2022-08-17|
3C4PDCAB2DT594846|2013|Dodge|Journey|American Value Pkg|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503|13295|103985|TRUE|FALSE|crossover|Front-Wheel Drive|173 hp 2.4L I4|Gasoline|Winter Chill Pearl|Black Premium Cloth|https://maxautosalesla.com|2022-03-03|2022-08-17|2022-08-17|
2GNALBEK6D1155851|2013|Chevrolet|Equinox LS|LS w/ LPO, Protection Package|Clear Choice Automotive|3803 San Pedro Ave|San Antonio|TX|78212|9995|159925|TRUE|FALSE|crossover|FWD|182 hp 2.4L I4|Gasoline|Silver Ice Metallic Exterior|Black|https://clearchoiceautosales.net|2022-06-07|2022-08-17|2022-08-17|
5N1ED28T42C570424|2002|Nissan|Xterra|XE-V6|Clear Choice Automotive|3815 SE Naef Rd|Milwaukie|OR|97267|5490|151554|TRUE|FALSE|XE-V6 2WD 4dr SUV|RWD|3.3L V6|Gasoline|Black|Gray|https://www.clearchoiceautomotive.com|2022-04-19|2022-08-17|2022-04-24|
JTEGF21A720062204|2002|Toyota|Highlander|4DR 2WD V6 AT|Max Auto Sales|4895 Johnston St|Lafayette|LA|70503||157493|TRUE|FALSE|SUV|FWD|V-6 Cylinders|Gasoline|Millennium Silver|Char|https://maxautosalesla.com|2022-06-19|2022-08-17|2022-08-17|
3VW2K7AJ9FM287215|2015|Volkswagen|Jetta Sedan|BASE|X Nation Auto Group|6003 Bandera Rd|San Antonio|TX|78238|14999|76322|TRUE|FALSE||FWD|2.0L I4||Black Exterior|N/a|https://xnationautogroup.com|2022-07-14|2022-08-17|2022-08-17|
